Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,valence,arousal
1769,"I knew it! I knew it, ahh.",Rachel,joy,positive,179,10,7,22,"00:13:43,948","00:13:46,407",1,1
1780,I can handle the stick!!,Ross,anger,negative,179,19,7,22,"0:13:58,061","0:14:00,983",0,1
1781,Hey!,Monica,joy,positive,180,0,8,24,"0:02:27,844","0:02:28,971",1,1
1785,I cant believe this is taking so long. How are you doing?,Monica,sadness,negative,180,4,8,24,"00:02:29,220","00:02:32,098",0,0
1786,Oh not bad. Do you know that feeling when youre trying to blow a Saint Bernard out your ass?,Rachel,sadness,negative,180,5,8,24,"00:02:32,265","00:02:37,478",0,0
1790,"Not just Janice, Janice in labor, contracting and everything.",Ross,joy,positive,180,9,8,24,"00:02:52,243","00:02:56,789",1,1
1795,Look how nervous he gets! We havent slept together in years!,Janice,joy,positive,180,14,8,24,"00:03:21,564","00:03:25,234",1,1
1796,Thats funny. Does it-does it hurt? Does the labor hurt?,Chandler,fear,negative,180,15,8,24,"00:03:28,905","00:03:31,699",0,1
1797,"Man, Im starving! What the hell was I thinking at dinner?! ""Do you want soup or salad?"" Both! Always order both!",Joey,anger,negative,181,0,7,12,"00:14:20,109","00:14:27,615",0,1
1803,I just saw Danny getting on the subway with a girl and he had his arm around her.,Rachel,sadness,negative,182,1,5,10,"00:06:57,834","00:07:02,921",0,0
1804,"Oh, honey, I'm sorry.",Monica,sadness,negative,182,2,5,10,"00:07:03,089","00:07:04,506",0,0
1805,"Well, you should be, this is all your fault! You meddled in our relationship!!",Rachel,anger,negative,182,3,5,10,"00:07:04,757","00:07:11,596",0,1
1806,You had no relationship!!,Monica,anger,negative,182,4,5,10,"00:07:11,764","00:07:13,598",0,1
1807,"No, but I was doing my thing and everything was going according to the plan!",Rachel,anger,negative,182,5,5,10,"00:07:13,766","00:07:18,603",0,1
1808,"Oh God, stop with the plan!",Monica,anger,negative,182,6,5,10,"00:07:18,771","00:07:22,149",0,1
1810,Who cares?!,Monica,anger,negative,182,8,5,10,"0:07:25,611","0:07:27,363",0,1
1811,That doesn't mean anything!,Monica,anger,negative,182,9,5,10,"0:07:27,363","0:07:27,585",0,1
1821,Ta-da.,Phoebe,joy,positive,183,2,2,4,"0:09:55,315","0:09:56,264",1,1
1824,"Ahh, look at you, you look great.",Duncan,joy,positive,183,5,2,4,"00:09:59,098","00:10:01,308",1,1
1828,"So, wow, this is pretty wonerful, huh.",Phoebe,joy,positive,183,9,2,4,"00:10:09,025","00:10:15,572",1,1
1831,You always said I'd make it.,Duncan,joy,positive,183,12,2,4,"00:10:23,080","00:10:24,789",1,1
1838,"Um, the matador.  Ole, ha ha ha.",Phoebe,joy,positive,183,19,2,4,"00:10:50,441","00:10:58,281",1,1
1839,"Hi Joey it's Jane Rogers, can't wait    for your party tonight.",Jane,joy,positive,184,0,9,20,"00:05:46,751","00:05:49,462",1,1
1842,Hey!,Joey,joy,positive,184,3,9,20,"0:05:55,676","0:05:56,344",1,1
1843,Hey!,Rachel,joy,positive,184,4,9,20,"0:05:56,344","0:05:57,613",1,1
1844,What's happening?,Joey,joy,positive,184,5,9,20,"00:05:57,720","00:05:58,888",1,1
1845,"Yeah, it's a real shame you can't make it to that one-woman    show tonight.",Rachel,sadness,negative,184,6,9,20,"00:05:59,138","00:06:03,351",0,0
1848,"""Hi Joey, it's Jane Rogers can't wait for your party tonight""",Message,joy,positive,184,9,9,20,"00:06:11,943","00:06:15,488",1,1
1849,Stupid Jane Rogers!!,Joey,anger,negative,184,10,9,20,"00:06:17,281","00:06:19,575",0,1
1852,And you weren't going to tell us? How did you think you were    gonna get away with that?,Rachel,anger,negative,184,13,9,20,"00:06:26,457","00:06:32,421",0,1
1855,I didn't have to tell you that!! I'm stupider than Jane Rogers!!,Joey,anger,negative,184,16,9,20,"00:06:36,259","00:06:41,472",0,1
1856,"Oh, that's why you got these tickets to that play, to get rid    of us??",Rachel,anger,negative,184,17,9,20,"00:06:42,473","00:06:45,685",0,1
1858,And last year is that why you sent us to that medieval times    restaurant?,Rachel,anger,negative,184,19,9,20,"00:06:47,103","00:06:50,565",0,1
1860,"OH! And the year before that, when you set up that nighttime    tour of that button factory?",Rachel,anger,negative,184,21,9,20,"00:06:52,817","00:06:57,446",0,1
1866,"We were walking by this antique store, and I saw this pin in the window, and I told him that it was just like one my grandmother had when I was a little girl.",Rachel,sadness,negative,185,5,1,24,"00:08:42,438","00:08:49,819",0,0
1873,F-hah.... flennin....,Chandler,fear,negative,185,12,1,24,"00:09:41,247","00:09:42,998",0,1
1875,I really like waking up with you.,Gary,joy,positive,186,0,5,21,"00:19:59,698","00:20:01,282",1,1
1876,"I like waking up with you too.  Oh! It's such a beautiful morning.  Oh, I can stay here all day.",Phoebe,joy,positive,186,1,5,21,"00:19:59,698","00:20:07,163",1,1
1877,That would be great!,Gary,joy,positive,186,2,5,21,"00:20:09,166","00:20:10,917",1,1
1878,We could have breakfast in bed,Phoebe,joy,positive,186,3,5,21,"0:20:11,168","0:20:12,980",1,1
1881,"Well that was depressing, I think I just bought a soft pretzel from one of the kids from",Rachel,sadness,negative,187,0,3,24,"00:08:18,664","00:08:23,293",0,0
1883,Hi!,Bonnie,joy,positive,187,2,3,24,"00:08:27,423","00:08:28,507",1,1
1890,Thanks! You too.,Bonnie,joy,positive,187,9,3,24,"00:08:48,945","00:08:50,153",1,1
1894,"No you doy'know what, youre not gonna suck me into this.",Ross,anger,negative,188,3,4,2,"00:09:40,997","00:09:47,836",0,1
1895,"Oh sure I am, because you always have to be right.",Rachel,anger,negative,188,4,4,2,"00:09:48,004","00:09:52,173",0,1
1896,"I do not always have to beokay, okay.",Ross,anger,negative,188,5,4,2,"00:09:52,341","00:09:54,467",0,1
1898,"I'm telling you, something's wrong! My brother does not stay out all night.",Monica,fear,negative,189,0,5,12,"00:09:12,760","00:09:15,887",0,1
1903,There he is!,Rachel,joy,positive,189,5,5,12,"0:09:29,957","0:09:30,415",1,1
1904,Oh my God!  Where the hell have you been?!!,Monica,anger,negative,189,6,5,12,"00:09:30,528","00:09:34,447",0,1
1906,"Ohh, out, oh God, I don't know why we didn't think to check there!",Rachel,anger,negative,189,8,5,12,"00:09:37,743","00:09:42,289",0,1
1911,"Look, I don't have to answer your questions! Okay? I'm a big boy, I can do whatever I want!",Ross,anger,negative,189,13,5,12,"00:10:00,600","00:10:05,353",0,1
1912,He hooked up!! Tell us about her!,Joey,joy,positive,189,14,5,12,"00:10:05,563","00:10:11,067",1,1
1917,"Yeah, we look great together.",Joey,joy,positive,190,2,7,5,"00:21:32,165","00:21:35,751",1,1
1920,Wow! Imagine what our kids would look like!,Monica,joy,positive,190,4,7,5,"00:21:38,338","00:21:40,464",1,1
1922,Im marrying her.,Chandler,joy,positive,190,6,7,5,"00:21:44,469","00:21:46,012",1,1
1924,Hey! Hey! Be careful around my Porsche!,Joey,anger,negative,191,0,6,5,"00:21:19,653","00:21:23,489",0,1
1927,He has the most amazing Porsche under there!,Woman,joy,positive,191,3,6,5,"00:21:29,788","00:21:32,373",1,1
1931,"Well, the old lady died.",Ross,sadness,negative,192,0,8,7,"0:21:21,905","0:21:24,387",0,0
1934,"But I dont care,  because you got the apartment.",Ross,joy,positive,192,3,8,7,"0:21:31,832","0:21:35,054",1,1
1935,Yes!,Ross,joy,positive,192,4,8,7,"0:21:35,054","0:21:35,801",1,1
1936,Ewww. Yeah. Umm. I think Im gonna stay here.,Rachel,disgust,negative,192,5,8,7,"00:21:35,919","00:21:41,966",0,1
1937,Isnt that great?,Joey,joy,positive,192,6,8,7,"00:21:42,134","00:21:44,260",1,1
1938,Ezels!!,Ross,disgust,negative,192,7,8,7,"00:21:47,389","00:21:48,973",0,1
1940,"Wow, thats great.",Leslie,joy,positive,193,1,3,14,"00:13:53,707","00:13:54,999",1,1
1941,"Oh, yeah!",Phoebe,joy,positive,193,2,3,14,"00:13:55,167","00:13:58,169",1,1
1948,"Thats okay. All right, Im gonna play song thats really, really sad. Its called Magician Box Mix Up.",Phoebe,joy,positive,194,1,3,10,"00:14:18,941","00:14:26,406",1,1
1951,"Okay, great.",Rachel,joy,positive,195,2,3,5,"00:18:40,869","00:18:42,370",1,1
1952,You freak.,Rachel,disgust,negative,195,3,3,5,"00:18:42,538","00:18:44,956",0,1
1953,Thank you.,Ross,joy,positive,195,4,3,5,"0:18:50,712","0:18:53,173",1,1
1957,Damn! I cant believe I took her off my list.,Ross,anger,negative,195,8,3,5,"00:19:02,307","00:19:05,893",0,1
1960,"Oh-oh, you lie.",Rachel,disgust,negative,195,11,3,5,"00:19:12,276","00:19:15,069",0,1
1963,"Yeah, well missy, you better be glad that list is laminated.",Ross,anger,negative,195,14,3,5,"00:19:23,245","00:19:28,749",0,1
1968,"Honey, hes about to go hit on Isabella Rosselini. Im just sorry we dont got popcorn.",Rachel,joy,positive,195,19,3,5,"00:19:41,054","00:19:46,309",1,1
1973,"Oh-oh-oh, yeah!  That's right, you take good care of those babies!",Joey,joy,positive,197,0,5,24,"00:08:26,297","00:08:31,968",1,1
1975,"It's me, Joey!",Joey,joy,positive,197,2,5,24,"0:08:33,397","0:08:34,857",1,1
1977,Joey!,Joey,joy,positive,197,4,5,24,"00:08:37,517","00:08:38,892",1,1
1983,Left!  Thank you.,Phoebe,joy,positive,198,2,6,25,"00:13:15,085","00:13:19,923",1,1
1987,Yeah absolutely!,Phoebe,joy,positive,198,6,6,25,"00:13:26,806","00:13:28,807",1,1
1989,"Rachel, were sorry for pushing those guys on you.",Phoebe,sadness,negative,199,0,6,19,"00:20:44,618","00:20:47,245",0,0
1990,Oh thats all right!,Rachel,joy,positive,199,1,6,19,"0:20:47,412","0:20:48,264",1,1
1991,"Yknow, I ended up having a really good time.",Rachel,joy,positive,199,2,6,19,"0:20:48,264","0:20:50,186",1,1
1992,"Yknow, the charity was a big success and they raised a lot of money and awareness.",Rachel,joy,positive,199,3,6,19,"00:20:50,290","00:20:54,752",1,1
2004,No! He blew us off!,Joey,anger,negative,200,1,6,23,"0:13:46,826","0:13:48,638",0,1
2007,I cant believe it.  Can I tell you something? Im a little mad at him now.,Ross,anger,negative,200,4,6,23,"00:13:50,871","00:13:57,919",0,1
2008,Can I tell you something? Me too.,Joey,anger,negative,200,5,6,23,"00:13:53,415","00:14:01,339",0,1
2009,"Yknow what? He didnt want to talk to us about being angry, well maybe we dont talk to him",Ross,anger,negative,200,6,6,23,"00:14:06,762","00:14:12,392",0,1
2010,Ooooh! Freeze him out.,Joey,joy,positive,200,7,6,23,"0:14:15,187","0:14:16,522",1,1
2011,Thats right!,Ross,joy,positive,200,8,6,23,"0:14:16,522","0:14:16,663",1,1
2012,I like it!,Joey,joy,positive,200,9,6,23,"00:14:16,772","00:14:18,356",1,1
2015,Oh good.,Elizabeth,joy,positive,201,2,6,19,"00:10:08,941","00:10:10,650",1,1
2016,"Look, I  Look, Im having a great time with you and I just dont want us to move to fast or put to much pressure on us.",Ross,fear,negative,201,3,6,19,"00:10:12,403","00:10:26,916",0,1
2017,"So, Im sorry I just dont think we should go away together yet.",Ross,sadness,negative,201,4,6,19,"00:10:27,084","00:10:30,128",0,0
2018,Its-its too soon.,Ross,fear,negative,201,5,6,19,"00:10:30,296","00:10:31,463",0,1
2021,You are so adorable.,Elizabeth,joy,positive,201,8,6,19,"00:10:51,150","00:10:53,985",1,1
2022,That! Lets talk about that.,Ross,joy,positive,201,9,6,19,"00:10:54,153","00:10:57,697",1,1
2023,Hey!,Chandler,joy,positive,202,0,6,5,"0:16:55,848","0:16:57,809",1,1
2031,I did it! I took care of the babies all by myself!,Phoebe,joy,positive,202,8,6,5,"00:17:24,585","00:17:27,420",1,1
2040,"Phoebe, would you take a look at this mess!!!!",Chandler,anger,negative,202,16,6,5,"00:17:49,485","00:17:51,903",0,1
2042,Hey Ross! The babys kicking!,Joey,joy,positive,203,0,8,14,"00:06:26,200","00:06:28,160",1,1
2044,Its not kicking right now. Although we would love to see you do  that again.,Rachel,joy,positive,203,2,8,14,"00:06:35,360","00:06:41,800",1,1
2045,"Hey, when-when was it kicking? What happened?",Ross,joy,positive,203,3,8,14,"00:06:42,080","00:06:43,840",1,1
2046,Last night! I just felt it and I went into Joeys room and he was sleeping,Rachel,joy,positive,203,4,8,14,"00:06:44,080","00:06:47,640",1,1
2048,"So c'mon, you guys, tell me all the dirt!",Rachel,joy,positive,204,0,1,4,"00:07:31,451","00:07:34,119",1,1
2061,"I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",Rachel,sadness,negative,204,13,1,4,"00:08:09,822","00:08:22,083",0,0
2066,"See, there you go, the cleansing works!",Phoebe,joy,positive,205,4,1,14,"00:22:23,383","00:22:27,720",1,1
2068,"Oh, they're firemen guys.",Rachel,joy,positive,205,6,1,14,"00:22:27,971","00:22:32,058",1,1
2070,"No-no-no. I don't have a son named Jordie. We all agreed, my son's name is Jamie.",Ross,anger,negative,206,1,1,23,"00:08:03,566","00:08:10,113",0,1
2073,"Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.",Carol,anger,negative,206,4,1,23,"00:08:22,335","00:08:25,212",0,1
2076,"I got it! Hey, you get to sleep with her, I get the cramps.",Ross,anger,negative,206,7,1,23,"00:08:27,590","00:08:30,008",0,1
2078,"All right, that's it. I want both of you out.",Carol,anger,negative,206,9,1,23,"00:08:31,511","00:08:33,803",0,1
2080,He started it!,Susan,anger,negative,206,11,1,23,"0:08:33,971","0:08:34,973",0,1
2081,"No, you started it.",Ross,anger,negative,206,12,1,23,"0:08:34,973","0:08:35,487",0,1
2083,"I don't care. I am trying to get a person out of my body here, and you're not making it any easier.",Carol,anger,negative,206,13,1,23,"00:08:35,598","00:08:42,687",0,1
2085,Now go!,Carol,anger,negative,206,14,1,23,"00:08:39,227","00:08:42,687",0,1
2086,Thanks a lot.,Ross,anger,negative,206,15,1,23,"0:08:45,107","0:08:45,983",0,1
2087,See what you did.,Susan,anger,negative,206,16,1,23,"0:08:45,983","0:08:46,669",0,1
2089,Out,Carol,anger,negative,206,18,1,23,"0:08:47,694","0:08:49,225",0,1
2090,"Oh, and I can also speak a little French. Voulez-vous coucher avec moi ce soir?  Why? What did I say?",Monica,joy,positive,207,0,3,15,"00:14:12,393","00:14:21,192",1,1
2100,"Okay, ah, before you get all talky again, umm, could you also please tell Sergei that I really like his suit.",Phoebe,joy,positive,207,10,3,15,"00:14:59,940","00:15:09,282",1,1
2101,"Eh, he said, thank you very much, he thinks you look very pretty tonight, your hair, golden like the sun.",Mischa,joy,positive,207,11,3,15,"00:15:22,838","00:15:28,343",1,1
2103,Im also thinking about opening up my own restaurant.,Monica,joy,positive,207,13,3,15,"00:15:29,845","00:15:32,221",1,1
2107,"Yeah but, Mischa is so interested in you, that Sergei and I havent been able to say two words to each other.",Phoebe,anger,negative,207,17,3,15,"00:15:42,566","00:15:50,990",0,1
2108,What do you want me to do? Just sit here silently while you three have a conversation?,Monica,anger,negative,207,18,3,15,"00:15:47,821","00:15:50,990",0,1
2110,so we finally get to the top of the mountain and airhead here  forgets the camera!,Danny,disgust,negative,208,0,5,10,"00:15:09,575","00:15:15,496",0,1
2114,"Oh yeah. First off all, chasing the Churo guy isn't jogging.",Chandler,disgust,negative,208,4,5,10,"00:15:29,595","00:15:33,056",0,1
2115,"Oh, this is so good  you have got to try it.",Krista,joy,positive,208,5,5,10,"00:15:34,725","00:15:38,019",1,1
2116,"Oh, damn! I got it on my pants.",Danny,anger,negative,208,6,5,10,"0:15:49,031","0:15:51,242",0,1
2119,Yep.  I'm gonna wear these on our date tonight.,Danny,joy,positive,208,9,5,10,"0:16:03,754","0:16:05,506",1,1
2121,"Okay, bye!  Oh my God!!",Chandler,joy,positive,208,11,5,10,"00:16:08,092","00:16:10,677",1,1
2124,"Yeah, wow, sorry Rach.",Joey,sadness,negative,208,14,5,10,"0:16:14,723","0:16:16,350",0,0
2128,I found the picture!,Richard,anger,negative,210,0,7,23,"00:18:11,006","00:18:12,799",0,1
2130,The picture of my wife! In your pack!,Richard,anger,negative,210,2,7,23,"00:18:16,553","00:18:19,597",0,1
2131,You went through my personal property?,Joey,anger,negative,210,3,7,23,"00:18:20,265","00:18:22,934",0,1
2132,Why do have a picture of Paulette in your pack?!,Richard,anger,negative,210,4,7,23,"00:18:24,311","00:18:27,814",0,1
2133,"Because Vincent, we were lovers.  For two years!",Joey,anger,negative,210,5,7,23,"00:18:31,068","00:18:37,532",0,1
2134,Cut! Wonderful!,The Director,joy,positive,210,6,7,23,"00:18:37,741","00:18:40,451",1,1
2135,Great scene yeah?,Joey,joy,positive,210,7,7,23,"00:18:43,372","00:18:44,705",1,1
2136,"Oh youre awesome! And, in that last speech? You soaked me.",Richard,joy,positive,210,8,7,23,"00:18:44,957","00:18:48,584",1,1
2140,"So Chandler, your parents mustve been thrilled when you told them you were engaged.",Mrs. Geller,joy,positive,211,0,7,2,"00:09:26,023","00:09:29,734",1,1
2142,I remember when we first got engaged.,Mr. Geller,joy,positive,211,2,7,2,"00:09:33,239","00:09:35,490",1,1
2145,"Well, Id gotten Judy pregnant. I still dont know how that happened.",Mr. Geller,joy,positive,211,5,7,2,"00:09:38,077","00:09:43,999",1,1
2146,You dont know how that happened?! Your dog thought my diaphragm was a chew toy!,Mrs. Geller,disgust,negative,211,6,7,2,"00:09:44,166","00:09:48,503",0,1
2148,"Well, at least youre not hearing it for the first time at your fifth grade Halloween party.",Monica,disgust,negative,211,8,7,2,"00:09:54,343","00:09:57,220",0,1
2150,"Anyway, were really excited about our wedding plans, and well I guess pretty soon well be making a big withdrawal from the Monica wedding fund.",Monica,joy,positive,211,10,7,2,"00:10:00,725","00:10:09,190",1,1
2152,"You tell her Jack, I cant do it.",Mrs. Geller,fear,negative,211,12,7,2,"0:10:13,154","0:10:14,981",0,1
2156,Did that!,Monica,joy,positive,212,1,3,16,"00:07:29,073","00:07:30,532",1,1
2160,"No. It was painful. Oh my God , they should call it Pain-zine, now with a little wax.",Monica,disgust,negative,212,5,3,16,"00:07:44,380","00:07:50,010",0,1
2162,Thats because their nerves are probably deadened from being so stupid.,Monica,anger,negative,212,7,3,16,"00:07:55,683","00:07:58,852",0,1
2172,You know the song! Sing along!,Ross,joy,positive,213,2,7,15,"00:21:54,980","00:21:57,481",1,1
2174,No!,Chandler,sadness,negative,213,4,7,15,"00:22:16,626","00:22:17,793",0,0
2177,"David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!",Phoebe,sadness,negative,214,2,7,11,"00:08:49,570","00:08:55,700",0,0
2183,Well Yeah. You look great too. Did you get a haircut?,Phoebe,joy,positive,214,8,7,11,"00:09:17,139","00:09:22,018",1,1
